cohortGo,feature,e_nr,ne_nr,e_r,ne_r,events,no_events,responders,non_responders,total_patients,direction,fisher_pval,or,ci_low,ci_high,group,ct,no_dcb,dcb,type,p_bh,p_by,mechanism
Pan-Cancer ## Anti-VEGF ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_HALLMARK_ANGIOGENESIS_gt75_or_rna_geneset_KEGG_APOPTOSIS_gt75,11,4,9,33,20,37,42,15,57,Non-Response,0.000974204409437512,0.104462916144483,0.0193147373065269,0.454079376675583,mechanism,57,15,42,combination,0.02918882810985,0.367086143004815,Anti-VEGF/Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Multikinase inhibitor,rna_geneset_Colostage_one_gt25_and_rna_geneset_KEGG_PARKINSONS_DISEASE_lt75,42,39,11,38,53,77,49,81,130,Non-Response,0.00097226346743738,0.271559578087584,0.109228319051412,0.634298834318412,mechanism,130,81,49,combination,0.02918882810985,0.367086143004815,Multikinase inhibitor
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_HALLMARK_ADIPOGENESIS_lt50_and_rna_geneset_KEGG_P53_SIGNALING_PATHWAY_lt75,35,63,8,58,43,121,66,98,164,Non-Response,0.000973348523131381,0.250265591766793,0.0924936189420062,0.606860382958014,mechanism,164,98,66,combination,0.02918882810985,0.367086143004815,Platinum/Pyrimidine (ant)agonist
Prostate ## Anti-AR,rna_geneset_HALLMARK_OXIDATIVE_PHOSPHORYLATION_lt75_and_rna_geneset_KEGG_TGF_BETA_SIGNALING_PATHWAY_gt25,25,33,1,20,26,53,21,58,79,Non-Response,0.000974768057642071,0.0676765866874505,0.00153720083832879,0.480968877321353,mechanism,79,58,21,combination,0.02918882810985,0.367086143004815,Anti-AR
Skin Melanoma ## Anti-PD-1,rna_geneset_APM_lt50_or_rna_geneset_gene_set_t_cell_gep_18_lt25,23,28,7,42,30,70,49,51,100,Non-Response,0.000977184207695756,0.206276747452827,0.0654994941567529,0.579813878149583,mechanism,100,51,49,combination,0.029250404602893,0.367860544678148,Anti-PD-1
Pan-Cancer ## Multikinase inhibitor,clin_age_gt25_and_rna_geneset_KEGG_ERBB_SIGNALING_PATHWAY_gt75,14,67,0,49,14,116,49,81,130,Non-Response,0.000980780674647441,0,0,0.440593158766242,mechanism,130,81,49,combination,0.029311385741086,0.368627459017123,Multikinase inhibitor
Pan-Cancer ## Multikinase inhibitor,cn_simple_chr17_p_lt75_and_rna_geneset_KEGG_ERBB_SIGNALING_PATHWAY_gt75,14,67,0,49,14,116,49,81,130,Non-Response,0.000980780674647441,0,0,0.440593158766242,mechanism,130,81,49,combination,0.029311385741086,0.368627459017123,Multikinase inhibitor
Pan-Cancer ## Multikinase inhibitor,rna_geneset_KEGG_ERBB_SIGNALING_PATHWAY_gt75_and_rna_geneset_KEGG_OXIDATIVE_PHOSPHORYLATION_lt50,14,67,0,49,14,116,49,81,130,Non-Response,0.000980780674647441,0,0,0.440593158766242,mechanism,130,81,49,combination,0.029311385741086,0.368627459017123,Multikinase inhibitor
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,drivers_pathway_MYC_eq0_and_rna_geneset_KEGG_P53_SIGNALING_PATHWAY_lt75,48,50,15,51,63,101,66,98,164,Non-Response,0.000981024128236447,0.308608730591471,0.141482945744283,0.645935087948808,mechanism,164,98,66,combination,0.029311385741086,0.368627459017123,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Anti-PD-1,rna_geneset_KEGG_AXON_GUIDANCE_gt75_and_rna_geneset_KEGG_RENIN_ANGIOTENSIN_SYSTEM_gt50,29,162,4,114,33,276,118,191,309,Non-Response,0.000992841139424072,0.196823646587612,0.0489543344485621,0.582572163202152,mechanism,309,191,118,combination,0.0295883401004537,0.372110507640591,Anti-PD-1
Pan-Cancer ## Anti-EGFR,rna_geneset_KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM_gt50_and_rna_geneset_KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM_lt75,27,5,6,11,33,16,17,32,49,Non-Response,0.000993986964572199,0.107336039804321,0.020166761190089,0.478760239164005,mechanism,49,32,17,combination,0.0296116329178289,0.372403444049611,Anti-EGFR
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_HALLMARK_UNFOLDED_PROTEIN_RESPONSE_lt50_and_rna_geneset_KEGG_RIBOSOME_lt25,30,68,6,60,36,128,66,98,164,Non-Response,0.000999048398408257,0.228528057736396,0.0726938620831147,0.608797639252986,mechanism,164,98,66,combination,0.0297134207946563,0.373683554335936,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Multikinase inhibitor,rna_geneset_KEGG_ERBB_SIGNALING_PATHWAY_gt75_and_rna_geneset_KEGG_PARKINSONS_DISEASE_lt75,15,66,0,49,15,115,49,81,130,Non-Response,0.00100097868227478,0,0,0.401836795906867,mechanism,130,81,49,combination,0.029743627883866,0.374063446390104,Multikinase inhibitor
Pan-Cancer ## Alkaloid ## Platinum,cn_simple_chr10_q_gt25,18,3,10,17,28,20,27,21,48,Non-Response,0.00101626218833354,0.103541441160564,0.0155811165314734,0.480574890104945,mechanism,48,21,27,univariate,0.030098761256586,0.378529694214561,Alkaloid/Platinum
Pan-Cancer ## Alkaloid ## Platinum,cn_simple_chr10_q_gt25_or_cn_simple_chr11_q_gt75,18,3,10,17,28,20,27,21,48,Non-Response,0.00101626218833354,0.103541441160564,0.0155811165314734,0.480574890104945,mechanism,48,21,27,combination,0.030098761256586,0.378529694214561,Alkaloid/Platinum
Pan-Cancer ## Alkaloid ## Platinum,cn_simple_chr10_q_gt25_or_cn_simple_chr3_p_gt50,18,3,10,17,28,20,27,21,48,Non-Response,0.00101626218833354,0.103541441160564,0.0155811165314734,0.480574890104945,mechanism,48,21,27,combination,0.030098761256586,0.378529694214561,Alkaloid/Platinum
Pan-Cancer ## Taxane,rna_geneset_KEGG_CITRATE_CYCLE_TCA_CYCLE_gt50_or_rna_geneset_KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS_gt75,48,19,15,25,63,44,40,67,107,Non-Response,0.001020227111817,0.241054036803638,0.0948855289653955,0.589454843214325,mechanism,107,67,40,combination,0.0301612523504037,0.379315598140384,Taxane
Pan-Cancer ## Multikinase inhibitor,rna_geneset_KEGG_HUNTINGTONS_DISEASE_lt50_or_rna_geneset_KEGG_PROPANOATE_METABOLISM_lt25,48,33,14,35,62,68,49,81,130,Non-Response,0.00102085189454827,0.2778695879968,0.118354605034766,0.625499488146117,mechanism,130,81,49,combination,0.0301687525172228,0.379409922150212,Multikinase inhibitor
Breast ER+/HER- ## Aromatase inhibitor,cn_simple_chr21_p_gt50_or_rna_geneset_HALLMARK_ALLOGRAFT_REJECTION_lt25,16,4,8,20,24,24,28,20,48,Non-Response,0.0010222242348282,0.105931031883929,0.0193588475174087,0.458210332275806,mechanism,48,20,28,combination,0.030198331419803,0.379781913969192,Aromatase inhibitor
Skin Melanoma ## Anti-PD-1,drivers_pathway_IMMUNE_EVASION_eq0_and_rna_geneset_gene_set_t_cell_gep_6_lt50,20,31,5,44,25,75,49,51,100,Non-Response,0.00104122249287985,0.179230183133962,0.0473451589453417,0.561346303629342,mechanism,100,51,49,combination,0.0306815322394487,0.385858770652611,Anti-PD-1
Breast ER+/HER- ## Aromatase inhibitor,cn_simple_chr21_p_gt50_or_rna_geneset_battle_tcell_term_diff_cd8_lt25,15,5,7,21,22,26,28,20,48,Non-Response,0.00105117507321218,0.117458503625469,0.0235752714669582,0.489826955269814,mechanism,48,20,28,combination,0.030924364855103,0.388912695528965,Aromatase inhibitor
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_HALLMARK_INTERFERON_ALPHA_RESPONSE_lt50,10,4,2,15,12,19,17,14,31,Non-Response,0.00105302187615869,0.0606452367218549,0.0046462611501623,0.436395003466093,mechanism,37,17,20,univariate,0.0309339206900905,0.389032872145702,Anti-CTLA-4/Anti-PD-1
Breast ER+/HER- ## Aromatase inhibitor,rna_geneset_battle_tcell_term_diff_cd8_lt25_or_rna_geneset_KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION_lt25,7,13,0,28,7,41,28,20,48,Non-Response,0.00105284499579188,0,0,0.391463383919254,mechanism,48,20,28,combination,0.0309339206900905,0.389032872145702,Aromatase inhibitor
Pan-Cancer ## Alkaloid ## Platinum,cn_simple_chr2_q_gt50,14,7,5,22,19,29,27,21,48,Non-Response,0.0010633945829197,0.120071807496573,0.0240121330852032,0.50391338435743,mechanism,48,21,27,univariate,0.0311598184165755,0.391873819538892,Alkaloid/Platinum
Prostate ## Taxane,cn_simple_chr1_q_lt75_and_rna_geneset_KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS_gt25,31,10,5,13,36,23,18,41,59,Non-Response,0.00106547454988688,0.129494937550002,0.0284234077420323,0.501900020053589,mechanism,59,41,18,combination,0.031198276762562,0.392357481501661,Taxane
Prostate ## Taxane,rna_geneset_HALLMARK_UNFOLDED_PROTEIN_RESPONSE_gt50_or_rna_geneset_KEGG_PENTOSE_PHOSPHATE_PATHWAY_gt50,31,10,5,13,36,23,18,41,59,Non-Response,0.00106547454988688,0.129494937550002,0.0284234077420323,0.501900020053589,mechanism,59,41,18,combination,0.031198276762562,0.392357481501661,Taxane
Colorectum ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_KEGG_TYPE_I_DIABETES_MELLITUS_lt75,22,2,5,8,27,10,13,24,37,Non-Response,0.00106984139896527,0.0632758415934038,0.00506719602607026,0.440014586855327,mechanism,42,27,15,univariate,0.0313148644084527,0.393823717456423,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Anti-PD-1,hotspot_ACVR2A_pos10_14868368_or_rna_geneset_KEGG_RENIN_ANGIOTENSIN_SYSTEM_gt50,86,105,31,87,117,192,118,191,309,Non-Response,0.00109055384766291,0.436207046375727,0.254562572121186,0.735589226402107,mechanism,309,191,118,combination,0.0318009100649738,0.39993635153358,Anti-PD-1
Pan-Cancer ## Anti-PD-1,hotspot_ACVR2A_pos30_4956123_or_rna_geneset_KEGG_RENIN_ANGIOTENSIN_SYSTEM_gt50,86,105,31,87,117,192,118,191,309,Non-Response,0.00109055384766291,0.436207046375727,0.254562572121186,0.735589226402107,mechanism,309,191,118,combination,0.0318009100649738,0.39993635153358,Anti-PD-1
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,lilac_hla_cn_B44_gt0_or_signature_log_SBS20_eq0,107,6,59,16,166,22,75,113,188,Non-Response,0.00109754896733576,0.208594231630627,0.0633188652132502,0.598496968854548,mechanism,188,113,75,combination,0.0319190246808907,0.401421791052641,Platinum/Pyrimidine (ant)agonist
Colorectum ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_CD_8_T_effector_lt50_or_rna_geneset_Colostage_one_lt50,23,1,6,7,29,8,13,24,37,Non-Response,0.0011000564131494,0.0418437470465845,0.000800746352179779,0.417023560937635,mechanism,37,24,13,combination,0.031934828185193,0.401620539951311,Platinum/Pyrimidine (ant)agonist
Colorectum ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_CD_8_T_effector_lt50_or_rna_geneset_gene_set_tgfb_rand1_lt50,23,1,6,7,29,8,13,24,37,Non-Response,0.0011000564131494,0.0418437470465845,0.000800746352179779,0.417023560937635,mechanism,37,24,13,combination,0.031934828185193,0.401620539951311,Platinum/Pyrimidine (ant)agonist
Colorectum ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_Colostage_one_lt50_or_rna_geneset_gene_set_cd8_t_effector_lt50,23,1,6,7,29,8,13,24,37,Non-Response,0.0011000564131494,0.0418437470465845,0.000800746352179779,0.417023560937635,mechanism,37,24,13,combination,0.031934828185193,0.401620539951311,Platinum/Pyrimidine (ant)agonist
Colorectum ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_gene_set_cd8_t_effector_lt50_or_rna_geneset_gene_set_tgfb_rand1_lt50,23,1,6,7,29,8,13,24,37,Non-Response,0.0011000564131494,0.0418437470465845,0.000800746352179779,0.417023560937635,mechanism,37,24,13,combination,0.031934828185193,0.401620539951311,Platinum/Pyrimidine (ant)agonist
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_KEGG_ALLOGRAFT_REJECTION_lt50,11,3,3,14,14,17,17,14,31,Non-Response,0.00110917942273911,0.0663427378743779,0.00676487975386833,0.44073631139514,mechanism,37,17,20,univariate,0.0320965217616184,0.403654039586694,Anti-CTLA-4/Anti-PD-1
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_vhio_tgfb_lt25,11,3,3,14,14,17,17,14,31,Non-Response,0.00110917942273911,0.0663427378743779,0.00676487975386833,0.44073631139514,mechanism,37,17,20,univariate,0.0320965217616184,0.403654039586694,Anti-CTLA-4/Anti-PD-1
Pan-Cancer ## Taxane,rna_geneset_gene_set_immune_checkpoint_genes_lt75_and_rna_geneset_KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS_gt75,29,38,5,35,34,73,40,67,107,Non-Response,0.00111618450519125,0.18997342918505,0.0516222239027159,0.571743649064652,mechanism,107,67,40,combination,0.032276252565372,0.405914379990933,Taxane
Pan-Cancer ## Taxane,rna_geneset_gene_set_impres_lt75_and_rna_geneset_KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS_gt75,29,38,5,35,34,73,40,67,107,Non-Response,0.00111618450519125,0.18997342918505,0.0516222239027159,0.571743649064652,mechanism,107,67,40,combination,0.032276252565372,0.405914379990933,Taxane
Breast ER+/HER- ## Aromatase inhibitor,cn_simple_chr21_q_gt50_or_rna_geneset_KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION_lt25,14,6,6,22,20,28,28,20,48,Non-Response,0.00112716194030098,0.123442085854863,0.0253868734789359,0.511608880737819,mechanism,48,20,28,combination,0.0324781635954384,0.408453664575372,Aromatase inhibitor
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_KEGG_CARDIAC_MUSCLE_CONTRACTION_lt50_or_rna_geneset_KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION_lt75,93,5,51,15,144,20,66,98,164,Non-Response,0.00114161999838133,0.184782152986191,0.0496101711779216,0.573718986590275,mechanism,164,98,66,combination,0.0328133513340653,0.412669071021017,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Pyrimidine (ant)agonist,fusion_total_gt50_or_rna_geneset_KEGG_RIBOSOME_gt50,55,9,18,15,73,24,33,64,97,Non-Response,0.00114263372638357,0.200274586826209,0.0648023431653177,0.583127294080016,mechanism,97,64,33,combination,0.0328295544927295,0.41287284607482,Pyrimidine (ant)agonist
Breast ER+/HER- ## Aromatase inhibitor,cn_simple_chr15_q_gt50,17,7,9,26,26,33,35,24,59,Non-Response,0.00114653381341291,0.148165398109774,0.0376661044052046,0.519577363334823,mechanism,59,24,35,univariate,0.0329080503077339,0.413860029454143,Aromatase inhibitor
Breast ER+/HER- ## Aromatase inhibitor,cn_simple_chr21_q_gt50,17,7,9,26,26,33,35,24,59,Non-Response,0.00114653381341291,0.148165398109774,0.0376661044052046,0.519577363334823,mechanism,59,24,35,univariate,0.0329080503077339,0.413860029454143,Aromatase inhibitor
Breast ER+/HER- ## Aromatase inhibitor,cn_simple_chr15_q_gt50_and_cn_simple_chr3_q_gt25,16,8,8,27,24,35,35,24,59,Non-Response,0.00115543185928847,0.153899676659557,0.0394520782123995,0.539627294162873,mechanism,59,24,35,combination,0.0331283564550497,0.416630655722318,Aromatase inhibitor
Prostate ## Anti-AR,cn_simple_chr12_p_lt75_or_purity_svTMB_gt75,62,6,18,11,80,17,29,68,97,Non-Response,0.00116099634180346,0.162147455356174,0.0427705601935554,0.555050848915206,mechanism,97,68,29,combination,0.0332561160071018,0.418237392416863,Anti-AR
Bladder Urothelial ## Anti-PD-1,purity_tmbPerMb_lt75,25,12,5,17,30,29,22,37,59,Non-Response,0.00119316231404949,0.146555029443343,0.0337005465688166,0.537934388229356,mechanism,59,37,22,univariate,0.0338756427343843,0.426028718466359,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_APM_lt75_and_rna_geneset_KEGG_HEDGEHOG_SIGNALING_PATHWAY_gt75,36,155,7,111,43,266,118,191,309,Non-Response,0.00119291579648878,0.272521659275334,0.0986639947318268,0.650682228541892,mechanism,309,191,118,combination,0.0338756427343843,0.426028718466359,Anti-PD-1
Pan-Cancer ## Multikinase inhibitor,rna_geneset_KEGG_HUNTINGTONS_DISEASE_lt50,47,34,14,35,61,69,49,81,130,Non-Response,0.00119531150667481,0.292269681175751,0.124673480962924,0.657223726836434,mechanism,174,110,64,univariate,0.03388241795485,0.426113925366046,Multikinase inhibitor
Skin Melanoma ## Anti-PD-1,purity_tmbPerMb_lt75_or_rna_geneset_APM_lt50,29,22,12,37,41,59,49,51,100,Non-Response,0.00119516562467884,0.249767903967694,0.0949557036996709,0.624439582523573,mechanism,100,51,49,combination,0.03388241795485,0.426113925366046,Anti-PD-1
Breast ER+/HER- ## Pyrimidine (ant)agonist,cn_simple_chr15_q_gt50,16,9,4,21,20,30,25,25,50,Non-Response,0.00120858998162652,0.112925392597279,0.02118459830977,0.476225669431414,mechanism,50,25,25,univariate,0.0341348469398139,0.429288536629106,Pyrimidine (ant)agonist
Breast ER+/HER- ## Pyrimidine (ant)agonist,cn_simple_chr16_q_gt50_and_cn_simple_chr22_q_gt25,16,9,4,21,20,30,25,25,50,Non-Response,0.00120858998162652,0.112925392597279,0.02118459830977,0.476225669431414,mechanism,50,25,25,combination,0.0341348469398139,0.429288536629106,Pyrimidine (ant)agonist
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,signature_log_SBS20_eq0,109,11,55,21,164,32,76,120,196,Non-Response,0.00121591728208382,0.266233077043892,0.107664392203464,0.625709958276008,mechanism,196,120,76,univariate,0.0342822469624181,0.431142276887979,Platinum/Pyrimidine (ant)agonist
Kidney ## Multikinase inhibitor,rna_geneset_KEGG_HISTIDINE_METABOLISM_lt75_or_rna_geneset_KEGG_LIMONENE_AND_PINENE_DEGRADATION_lt50,19,6,6,17,25,23,23,25,48,Non-Response,0.00121528061968953,0.117839959300259,0.0244185755985824,0.481889699186727,mechanism,48,25,23,combination,0.0342822469624181,0.431142276887979,Multikinase inhibitor
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,signature_log_DBS_denovo_5_eq0_or_signature_log_SBS20_eq0,109,11,55,21,164,32,76,120,196,Non-Response,0.00121591728208382,0.266233077043892,0.107664392203464,0.625709958276008,mechanism,196,120,76,combination,0.0342822469624181,0.431142276887979,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Anti-PD-1,rna_geneset_KEGG_LONG_TERM_DEPRESSION_gt75,54,137,15,103,69,240,118,191,309,Non-Response,0.00123794329367768,0.370581245179913,0.183541831304626,0.711474825081745,mechanism,409,247,162,univariate,0.0347869484384398,0.437489531306841,Anti-PD-1
Pan-Cancer ## Taxane,rna_geneset_gene_set_immune_checkpoint_genes_lt75_and_rna_geneset_gene_set_impres_lt75,62,5,27,13,89,18,40,67,107,Non-Response,0.00125324243274194,0.17064552038713,0.0431816821783111,0.572207078045719,mechanism,107,67,40,combination,0.0350912197484026,0.441316124864518,Taxane
Pan-Cancer ## Taxane,rna_geneset_KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS_gt25_or_rna_geneset_KEGG_CITRATE_CYCLE_TCA_CYCLE_gt50,62,5,27,13,89,18,40,67,107,Non-Response,0.00125324243274194,0.17064552038713,0.0431816821783111,0.572207078045719,mechanism,107,67,40,combination,0.0350912197484026,0.441316124864518,Taxane
Pan-Cancer ## Multikinase inhibitor,rna_geneset_HALLMARK_TNFA_SIGNALING_VIA_NFKB_gt25_and_rna_geneset_KEGG_ALZHEIMERS_DISEASE_lt50,38,43,9,40,47,83,49,81,130,Non-Response,0.00125918027810983,0.257260897155225,0.0967341744127824,0.627474728542463,mechanism,130,81,49,combination,0.0352210897746606,0.442949403420668,Multikinase inhibitor
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,lilac_hla_cn_B44_gt0_and_signature_log_SBS_denovo_26_eq0,35,78,8,67,43,145,75,113,188,Non-Response,0.0012670406549159,0.267827962030959,0.100233865181539,0.639548128761454,mechanism,188,113,75,combination,0.0353861690841662,0.445025482898345,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Taxane,rna_geneset_KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS_gt25_and_rna_geneset_KEGG_CITRATE_CYCLE_TCA_CYCLE_gt50,44,23,13,27,57,50,40,67,107,Non-Response,0.00126884447900407,0.255214613734966,0.100063440592671,0.622771597678048,mechanism,107,67,40,combination,0.0354122167176629,0.445353064577154,Taxane
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_HALLMARK_ADIPOGENESIS_lt50_or_rna_geneset_KEGG_P53_SIGNALING_PATHWAY_lt75,80,18,38,28,118,46,66,98,164,Non-Response,0.00127700218722048,0.307750692460318,0.141132382949942,0.655671523273161,mechanism,164,98,66,combination,0.0356276598554694,0.448062532398083,Platinum/Pyrimidine (ant)agonist
Lung NSCLC ## Anti-PD-1,clin_hasSystemicPreTreatment_or_purity_tmbPerMb_lt75,42,3,13,9,55,12,22,45,67,Non-Response,0.00128914608234593,0.107599857549509,0.0162953943426122,0.511284714391441,mechanism,67,45,22,combination,0.0358618605127944,0.451007899566066,Anti-PD-1
Pan-Cancer ## Anti-VEGF ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_KEGG_INSULIN_SIGNALING_PATHWAY_gt50_and_rna_geneset_tcga_gt25,11,4,10,32,21,36,42,15,57,Non-Response,0.00129548289958709,0.119086107643406,0.0224198228009837,0.51035806881233,mechanism,57,15,42,combination,0.0359888823692229,0.452605358812396,Anti-VEGF/Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Anti-PD-1,purity_tmlStatus_and_rna_geneset_KEGG_RENIN_ANGIOTENSIN_SYSTEM_gt50,50,141,13,105,63,246,118,191,309,Non-Response,0.00129664166210363,0.350226652876752,0.165676466243713,0.695784816525659,mechanism,309,191,118,combination,0.0360074932915174,0.452839414515391,Anti-PD-1
Pan-Cancer ## Pyrimidine (ant)agonist,clin_pretreatment_contains_Platinum_and_cn_simple_chr13_q_gt25,26,47,3,37,29,84,40,73,113,Non-Response,0.00129642615858393,0.148710087733978,0.0267509892906736,0.542482484594204,mechanism,113,73,40,combination,0.0360074932915174,0.452839414515391,Pyrimidine (ant)agonist
Prostate ## Taxane,rna_geneset_HALLMARK_UNFOLDED_PROTEIN_RESPONSE_gt50,29,12,4,14,33,26,18,41,59,Non-Response,0.00131399866695594,0.123260626390905,0.0243362975481558,0.494596584239104,mechanism,67,46,21,univariate,0.0362862695736586,0.456345376104096,Taxane
Prostate ## Taxane,rna_geneset_HALLMARK_UNFOLDED_PROTEIN_RESPONSE_gt25_and_rna_geneset_HALLMARK_UNFOLDED_PROTEIN_RESPONSE_gt50,29,12,4,14,33,26,18,41,59,Non-Response,0.00131399866695594,0.123260626390905,0.0243362975481558,0.494596584239104,mechanism,59,41,18,combination,0.0362862695736586,0.456345376104096,Taxane
Prostate ## Taxane,rna_geneset_HALLMARK_UNFOLDED_PROTEIN_RESPONSE_gt50_and_rna_geneset_KEGG_PROTEIN_EXPORT_gt25,29,12,4,14,33,26,18,41,59,Non-Response,0.00131399866695594,0.123260626390905,0.0243362975481558,0.494596584239104,mechanism,59,41,18,combination,0.0362862695736586,0.456345376104096,Taxane
Skin Melanoma ## Anti-PD-1,rna_geneset_APM_lt50_or_rna_geneset_HALLMARK_INTERFERON_ALPHA_RESPONSE_lt50,30,21,13,36,43,57,49,51,100,Non-Response,0.00131320599787534,0.256544225062334,0.099065568757826,0.634608942003874,mechanism,100,51,49,combination,0.0362862695736586,0.456345376104096,Anti-PD-1
Pan-Cancer ## Multikinase inhibitor,drivers_pathway_perplexity_total_gt75_or_rna_geneset_KEGG_PARKINSONS_DISEASE_lt75,60,21,22,27,82,48,49,81,130,Non-Response,0.00132043014273603,0.288185401935703,0.125709288061781,0.645465882189791,mechanism,130,81,49,combination,0.036426756082218,0.458112170247979,Multikinase inhibitor
Pan-Cancer ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_vhio_tcell_lt75,16,3,7,15,23,18,22,19,41,Non-Response,0.00133479578119964,0.0939874083882392,0.013119806773352,0.476498715358237,mechanism,50,24,26,univariate,0.0367358030520479,0.461998823721535,Anti-CTLA-4/Anti-PD-1
Prostate ## Taxane,cn_simple_chr1_q_lt75_or_rna_geneset_HALLMARK_UNFOLDED_PROTEIN_RESPONSE_gt50,37,4,9,9,46,13,18,41,59,Non-Response,0.0013384159468718,0.113587827625868,0.0205281986248023,0.515395819739161,mechanism,59,41,18,combination,0.0367918438088691,0.462703606564997,Taxane
Pan-Cancer ## Pyrimidine (ant)agonist,cn_simple_chr13_q_gt25_or_fusion_total_gt50,71,2,31,9,102,11,40,73,113,Non-Response,0.00134644372887302,0.099191053466227,0.00987685832306743,0.518013176933616,mechanism,113,73,40,combination,0.0369350126062326,0.464504133856637,Pyrimidine (ant)agonist
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_HALLMARK_ADIPOGENESIS_lt25_or_rna_geneset_KEGG_P53_SIGNALING_PATHWAY_lt75,64,34,26,40,90,74,66,98,164,Non-Response,0.0013601884689197,0.347647428574181,0.171931094284907,0.691316749585947,mechanism,164,98,66,combination,0.0372643512501104,0.46864598059569,Platinum/Pyrimidine (ant)agonist
Prostate ## Anti-AR,rna_geneset_KEGG_TGF_BETA_SIGNALING_PATHWAY_gt25,29,29,2,19,31,48,21,58,79,Non-Response,0.00136468523291589,0.107912773316939,0.011186643793476,0.513057592616113,mechanism,97,68,29,univariate,0.0373623656342243,0.469878634475727,Anti-AR
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION_lt75,91,7,49,17,140,24,66,98,164,Non-Response,0.00136978550984263,0.223884924493852,0.0732325638525491,0.615159689691445,mechanism,196,120,76,univariate,0.0374263794873789,0.470683689011147,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_HALLMARK_ADIPOGENESIS_lt50_or_rna_geneset_HALLMARK_UNFOLDED_PROTEIN_RESPONSE_lt50,74,24,33,33,107,57,66,98,164,Non-Response,0.00136959484768443,0.326724308773196,0.157601221009125,0.66603250437254,mechanism,164,98,66,combination,0.0374263794873789,0.470683689011147,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Taxane,rna_geneset_gene_set_immune_checkpoint_genes_lt75,63,4,28,12,91,16,40,67,107,Non-Response,0.0013922225634347,0.151095860614725,0.0326056443639016,0.553852592544245,mechanism,120,77,43,univariate,0.0379056604771191,0.476711248914447,Taxane
Pan-Cancer ## Taxane,rna_geneset_gene_set_impres_lt75,63,4,28,12,91,16,40,67,107,Non-Response,0.0013922225634347,0.151095860614725,0.0326056443639016,0.553852592544245,mechanism,120,77,43,univariate,0.0379056604771191,0.476711248914447,Taxane
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,drivers_pathway_MYC_eq0_or_rna_geneset_KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION_lt75,98,0,59,7,157,7,66,98,164,Non-Response,0.00140056752960522,0,0,0.438742118380132,mechanism,164,98,66,combination,0.0380500382921887,0.478526981120958,Platinum/Pyrimidine (ant)agonist
